Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,valence_condition,means_condition,user_id,Sentiment - user_id,sarah_parents.check,Sentiment - sarah_parents.check,sarah_parents.response,Sentiment - sarah_parents.response,blue_team.check,Sentiment - blue_team.check,blue_team.response,Sentiment - blue_team.response,bill_holiday.check,Sentiment - bill_holiday.check,bill_holiday.response,Sentiment - bill_holiday.response,john_party.check,Sentiment - john_party.check,john_party.response,Sentiment - john_party.response,rebecca_swimming.check,Sentiment - rebecca_swimming.check,rebecca_swimming.response,Sentiment - rebecca_swimming.response,sally_wine.check,Sentiment - sally_wine.check,sally_wine.response,Sentiment - sally_wine.response,belinda_meeting.check,Sentiment - belinda_meeting.check,belinda_meeting.response,Sentiment - belinda_meeting.response,lucy_loan.check,Sentiment - lucy_loan.check,lucy_loan.response,Sentiment - lucy_loan.response,michael_breakfast.check,Sentiment - michael_breakfast.check,michael_breakfast.response,Sentiment - michael_breakfast.response,sean_call.check,Sentiment - sean_call.check,sean_call.response,Sentiment - sean_call.response,Have you ever taken part in a similar study before?,Prolific URL Redirect
53,"Sep 11, 2020 10:56:15 am","Sep 11, 2020 11:03:51 am",Complete,,,,English,,1599836175_5f5b900f16ec10.70073119,positive,absent,5d53e3469b7c4e001a886f47,0,Because she hasn't seen them for a few weeks. ,0,The front door was ajar but her parents weren't home ,0,The Red Team and beat them at football ,0,A dog runs onto the pitch and steals the ball. Everyone has the chase the dog but he's too quick. ,-0.2553,Because he's been working hard for months ,-0.1027,His luggage got lost ,-0.3182,They're having a dinner party ,0.4019,He couldn't find the peeler,0,Swim,0,It was unexpected that the lifeguard told her it was unsafe to swim because there's been a sighting of a shark,0,Wine,0,The shop being shut and her running into her neighbour ,0,For a business meeting,0,Her taxi takes her to the wrong office block,-0.7184,A new car,0,A car dealer also in the showroom sees Lucy's car and realises that it was once owned by a Hollywood Actor and would be in fact worth tens of thousands ,0.2263,To have breakfast,0,He couldn't find any tea bags,0,Phone his Mum ,0,A weak signal,-0.4404,No,
54,"Sep 11, 2020 10:55:32 am","Sep 11, 2020 11:21:31 am",Complete,,,,English,,1599836132_5f5b8fe4548611.39472557,positive,absent,5f5158c1573b9938ed97d812,0,Because she hasn't seen them for a few weeks ,0,Someone else answers the door ,0,The red team in football ,0,The blue team start to do much better,0.4404,He's been working hard for months ,-0.1027,Someone knocks on his door with his luggage ,0,They're having a dinner party,0.4019,They've burnt some of the dinner ,0,Swim in the sea,0,A shark swims towards her ,0,A bottle of wine ,0,Her neighbour collapses,-0.296,For a business meeting ,0,A fire alarm goes off ,-0.5859,A new car,0,Someone sees her car and loves it ,0.5719,To have his breakfast ,0,A bird flies in through the window and knocks a mug over,0,Contact his mother to let her know he's safe,0.4404,Someone grabs his phone from him ,0,No,
55,"Sep 11, 2020 10:56:04 am","Sep 11, 2020 11:40:54 am",Complete,,,,English,,1599836163_5f5b9003d82e50.38804062,positive,absent,5e540b9b25baaf40438073bb,0,Sarah has not seen her parents for a few weeks.,0,The door is answered by someone Sarah does not know.,0,The blue team want to beat the red team at football.,0.0772,After the half time break the blue team come back to the pitch. During the break the blue team have had a super-motivating talk from their manager. He has reminded them about the logo on their shirts and they hop and jump like rabbits in the second half. The red team are so surprised that they drop their guard and the final score is a win to the blue team by 10 goals.,0.249275,Bill has been working hard for months.,-0.1027,Bill's holiday is in Fiji and he is so outraged by the range plastics he sees washed up on such a beautiful beach that he starts collecting them and connecting them together to make make plastic shelters that he gives to other travellers he meets. They form a bottle-collecting collective and each decide to stay on Fiji rather than return to their homes. Bill's luggage is never found and he doesn't mind one bit. ,0.091733333,Hosting a dinner party,0.4019,John is feeling pretty smug about his potato peeling efforts until his wife picks up his coat to tidy it away. As she reaches the cupboard she feels a hard object in the pocket of the coat and pulls out... the potato peeler. As she had found his wallet in the microwave oven the previous evening she is now concerned that he has the first signs of dementia. She worries what will happen during the dinner party as their guests are her business colleagues that she very much wants to impress.,0.2601,Swim in the sea,0,Rebecca sees a large number of dragon boats heading towards the shore. It's a race and this was why she was warned by the lifeguard. t wasn't the weather that was making the sea unsafe.,-0.065333333,A bottle of wine.,0,"The neighbour reminds Sally that as it's January she may like to consider a detox, so she decides to drink water with her meal instead.",0.3612,For a business meeting,0,"When Belinda gets out of the taxi she immediately bumps into Francine, who she was supposed to be meeting at the other office block. Exactly the same thing had happened to her. They decided to have their meeting at the Starbucks they were standing right outside.",-0.1468,A new car,0,"While she is talking to the car dealer a stranger, who was walking past, stops and comments that the car Lucy is selling is just like the one he remembers his late father driving when he was young. He is so nostalgic about the car that he offers to buy it for more than her new car will cost.",0.11315,To have his breakfast,0,Just as usual the mail arrived just as Michael was finishing his breakfast. It was such a coincidence to see a post card amongst his mail that was from his university room mate who he hadn't seen for over a decade.,0,Contact his mother to let her know he is safe.,0.4404,"In spite of the weak signal Sean hears the phone ring at the other end. When his mother answered she said,'You'll never guess what happened just now! I was taken to the wrong location by my taxi and exactly the same thing happened to Belinda, the person I was planning to meet. So we are now enjoying a white cafe mocha in Starbucks. I just told here you were travelling, so she'll understand me breaking into the meeting to speak to you. How was your trip?'. Unfortunately, due to the poor signal, Sean only heard the words 'You'll never guess...' and so is now very much unable to guess what his mother was going to tell him.",-0.194785714,No,
56,"Sep 11, 2020 10:55:58 am","Sep 11, 2020 11:12:26 am",Complete,,,,English,,1599836158_5f5b8ffe86be56.33689160,positive,absent,5c9034a2eedbd9001573ca14,0,she has not visited them for a few weeks,0,A person she does not recognise answers the door saying he has lived their for years and does not know the people she refers to,0,football against the red team,0,the referee identifies that the red team has played two inligable players so he defaults the team and the blue team win,0.7351,he has been working hard for months,-0.1027,coronavirus restrictions are placed on travellers and he has to self iscolate for 14 days,0,giving a dinner party,0.6249,Her parents turn up uninvited for the weekend having flown in from a different country,0,go for a swim,0,Rebecca and the lifeguard have a picnic together at the end of his shift,0,bottle of win,0.5859,the neighbour says that she has just given up alcohol and gives Sally two bottles of win,0.5859,a business meeting,0,on walking to the correct office block she sees a number of places she would like to visit after the meeting,-0.0258,a new car,0,"a person wants the old car for spare parts and offers £ 1,000 for it",0,to have his breakfast,0,a university friend visits and suggests they go out for a drink,0.4939,speak to his mother,0,a person on a motor bike drives past and steals the phone,-0.5106,No,
57,"Sep 11, 2020 10:56:13 am","Sep 11, 2020 11:09:15 am",Complete,,,,English,,1599836173_5f5b900d417d77.31870310,positive,absent,5f04d5b3973f3714f5492709,0,She hasn't seen them for a while,0,Someone else answered the door?,0,Win against the red team at football.,0.5859,"The red team were able to score, either equalising or over taking them in goals.",0,He has been working hard for months.,-0.1027,Realises he has lost or doesn't have his passport.,-0.3182,Having a dinner party.,0.4019,He cuts himself with the peeler.,-0.296,Go for a swim.,0,"She goes in the water and gets into trouble, or someone else does this.",-0.4019,bottle of wine.,0,She tells her something or she finds another place to buy some wine.,0,For a business meeting.,0,She doesn't make the meeting as shes in the wrong place or has gotten the time wrong.,-0.7351,A new car,0,It is actually worth a lot ,0.2263,To have his breakfast.,0,He remembered something important from uni.,0.2023,Contact his mother to tell her hes safe.,0.4404,"Someone else answers her phone, giving possible bad news.",-0.2732,No,
58,"Sep 11, 2020 12:00:19 pm","Sep 11, 2020 12:26:36 pm",Complete,,,,English,,1599840019_5f5b9f13308255.67969847,positive,absent,5f2a817d88f11d29b7f0c74f,0,Because she hasn't seen them in a few weeks,0,"Someone who doesn't live there, answered the door",0,The red team.,0,They maintain their lead to the end of the game,0,Because he has been working hard for months.,-0.1027,His luggage is at his hotel when he returns at the end of the day,0,Having a dinner party.,0.4019,He finds the peeler in the least expected location,0,To go for a swim in the sea,0,A pack of dolphins pass by near to the beach,0,a bottle of wine,0,The neighbour invites her over for some wine,0,for a business meeting.,0,"She finds something of interest at the wrong office block, and ends up staying there",-0.4588,A new car.,0,The dealer changes his opinion and wants to buy the car,0,To have his breakfast.,0,He finds one last tea bag at the back of the cupboard,0,contact his mother to let her know he is safe,0.4404,He gets a signal but his mother contacts him instead,0,No,
59,"Sep 11, 2020 12:21:14 pm","Sep 11, 2020 12:27:37 pm",Complete,,,,English,,1599841274_5f5ba3fa6eda42.97559004,positive,absent,5d49cec82c271d0001bbb252,0,She hasn't seen them for a few weeks,0,Nobody was in the house,0,"The red team, football",0,THe red team scored five goals and won the game,0.5719,He has been working hard for months,-0.1027,His passport was at home all along,0,Having a dinner party,0.4019,The peeler appeared in the first place he looked,0,Swim in the sea,0,The lifeguard fell off his chair,0,A bottle of wine,0,The neighbour offered her a bottle of wine,0,For a business meeting,0,The meeting was cancelled,-0.25,A new car,0,The car dealer offers her a penny for her old car,0,To have his breakfast,0,The kettle switches itself off,0,Contact his mother,0,His phone dies,0,No,
60,"Sep 11, 2020 12:23:14 pm","Sep 11, 2020 1:02:45 pm",Complete,,,,English,,1599841393_5f5ba471df9cf8.46037737,positive,absent,5c49b156f5e26d0001479b44,0,She decides to visit her parents as she hasn't seen them for a few weeks.,0,A stranger opened the door.,0,They want to win against the Red Team in football.,0.6249,The Red Team objected to the rabbit-logo as they said it gave the Blue Team an advantage.,0.25,He's been working hard for months.,-0.1027,He sees a group of people at the airport and they are all wearing his clothes.,0,They are having a dinner party.,0.4019,His wife then told him that they weren't having a dinner party any more as the guests had cancelled.,-0.5037,She wants to swim in the sea.,0,it suddenly started snowing.,0,A bottle of wine.,0,The neighbour tells her that she was given a bottle of wine at work that day but she doesn't drink alcohol so she gives it to Sally.,0,For a business meeting.,0,She looked at a new email about the business meeting and discovered that the venue had changed and she was now at the right office block.,-0.4404,She wants to buy a new car.,0,Someone drove by and stopped their car. They ran towards Lucy saying that they had been looking for that type of car for years and offered her a huge amount of money for it.,0.04595,To have his breakfast.,0,There was a knock on the door and one of his university friends was standing there.,0.4767,He wants to talk to his mother to let her know he is safe.,0.4404,He looked up and saw his mother walking towards him.,0,No,
61,"Sep 11, 2020 12:24:26 pm","Sep 11, 2020 12:49:22 pm",Complete,,,,English,,1599841466_5f5ba4ba22e075.26711366,positive,absent,5ce9b0e4be5a6b00163f6870,0,She hasn`t seen them for a few weeks.,0,A stranger opens the door.,0,They are playing football with the red team.,0.2023,A streaker ran across the pitch.,0,He has been working hard for months.,-0.1027,Several weeks later somebody posts his passport through the letterbox.,0,They are having a dinner party.,0.4019,There is a knock at the front door. John opens it and there are two policemen standing there.,0,To swim in the sea.,0,Rebecca swims anyway. The lifeguard watches her as she starts to struggle in the riptide but does nothing to help her. She soon disappears out of sight and the lifeguard breathes a sigh of contentment.,-0.165466667,A bottle of wine.,0,"A young lad on a scooter rides past, knocks into her and rides off with her purse.",0,For a business meeting.,0,"The driver takes her to another different office block, which is again the wrong one. The driver apologizes, but Belinda is aware of a growing feeling of unease in the pit of her stomach.",-0.3592,She wants to buy a new car.,0,The car dealer feels guilty and has a change of heart. He offers Lucy a good price for her car and afterwards he has an unusual warm feeling in his stomach. It is a few moments before he realizes the warm feeling is happiness. ,0.315166667,To have his breakfast.,0,"He was shocked out of his reverie by a loud bang on the kitchen window. Going outside to investigate, he finds a small bird lying on the ground with its neck broken.",-0.53805,He wants to phone his mother to let her know he is safe.,0.4404,"There is suddenly a second earthquake and Sean is thrown to the ground, dropping and breaking his phone in the process.",0,No,
62,"Sep 11, 2020 12:28:05 pm","Sep 11, 2020 12:40:29 pm",Complete,,,,English,,1599841685_5f5ba5953ffce1.48480670,positive,absent,5f43c9fbe038cc0b2deb75d8,0,not seen them in a few weeks,0,they were not home,0,red team at football,0,red team win,0.5859,He has been working hard,-0.1027,He loses his luggage and passport,-0.3182,having a dinner party,0.4019,he can't find the peeler,0,she wants to swim in the sea,0,it is not safe to swim so she can't swim ,-0.3412,a bottle of wine,0,the shop is closed,0,for a business meeting,0,She is late due to the taxi taking her to the wrong place,-0.4767,a new car,0,she gets a loan and bad news about the price she gets for her car,-0.5423,to eat his breakfast,0,there were no tea bags to be found,-0.296,contact his mum,0,he is unable to connect  to her,0,No,
63,"Sep 11, 2020 1:41:43 pm","Sep 11, 2020 2:04:09 pm",Complete,,,,English,,1599846103_5f5bb6d7042460.00072875,positive,absent,5e97039d77e41b023228fa5a,0,Because she hasn't seen them for a few weeks,0,They're not in,0,The blue team want to beat the red team in football,0.0772,The red team score 5 goals in the second half,0,Because he's been working hard for months,-0.1027,On the plane on his way home he spots a man wearing his clothes and realises his suitcase was stolen not lost,-0.3045,Hosting a dinner party,0.4019,"Their guests phone to say they can't come after all because one of them has food poisoning, so John and his wife have to eat a mountain of mashed potatoes all by themselves ",-0.5859,go for a swim,0,She builds a sand castle on the beach instead and unexpectedly digs up an ancient gold coin.  ,0,a bottle of wine,0,When she gets home she realises she has locked herself out and has to walk 5 miles to her mothers house to get her spare key.,0,For a business meeting,0,As she is early Belinda goes for a drink to kill time but ends up losing track and being late anyway,-0.7391,A new car,0,Lucy changes her mind about getting a new car and gets a motorbike instead,0,To have his breakfast,0,Michael goes to the corner shop to get tea bags and unexpectedly runs into his old uni friend Ted and they go for coffee instead.,0.4939,Phone his mother,0,"He can't get hold of her so he heads back to his hotel only to find her there, she has flown out to surprise him.",0.2732,No,
