,session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,reviewed_at_datetime,entered_code,Nationality,Sex,Response ID,Time Started,Date Submitted,Status,Contact ID,Legacy Comments,Comments,Language,Referer,SessionID,User Agent,Tags,valence_condition,means_condition,user_id,Sentiment - user_id,sarah_parents.response,Sentiment - sarah_parents.response,blue_team.response,Sentiment - blue_team.response,bill_holiday.response,Sentiment - bill_holiday.response,john_party.response,Sentiment - john_party.response,rebecca_swimming.response,Sentiment - rebecca_swimming.response,sally_wine.response,Sentiment - sally_wine.response,belinda_meeting.response,Sentiment - belinda_meeting.response,lucy_loan.response,Sentiment - lucy_loan.response,michael_breakfast.response,Sentiment - michael_breakfast.response,sean_call.response,Sentiment - sean_call.response,Have you ever taken part in a similar study before?,Prolific URL Redirect
116,5f5cf0f89f8bd9500d980401,5f502f77b2c26c1a4d6a7e59,APPROVED,02:03.6,31:27.4,1763.798,22,10:59.4,3833C7F5,United Kingdom,Male,57,"Sep 12, 2020 12:22:19 pm","Sep 12, 2020 12:31:23 pm",Complete,,,,English,,1599927739_5f5cf5bb180015.22074497,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.135 Safari/537.36",,negative,absent,5f502f77b2c26c1a4d6a7e59,0,Her parents do not answer the door.,0,The red team score 4 goals in the second half to make it level ,0,Bill also lost his mobile phone on top of his luggage,-0.128,His wife feels better becuase John has also washed the dishes,0.4404,The weather clears up and Rebecca is safe to swim,0.4939,The neighbour gives her a bottle of wine because they realised they were in the wrong,-0.4767,She is actually on time so she is content because her watch was wrong,-0.4767,Her car is not worth much so she is upset because she had an emotional connection with it,-0.446,Michael finds a box of fancy teabags and feels better,0.4404,The signal recovers and his mother answers,0,No,
117,5f5cf1077790915056f42194,58c565298a3f870001c0e70d,APPROVED,04:51.6,24:20.1,1168.481,31,11:01.2,3833C7F5,United Kingdom,Male,56,"Sep 12, 2020 12:04:57 pm","Sep 12, 2020 12:24:12 pm",Complete,,,,English,,1599926697_5f5cf1a94be453.92436914,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:75.0) Gecko/20100101 Firefox/75.0,,negative,absent,58c565298a3f870001c0e70d,0,Someone else answered the door.,0,The red team scored five goals to win the match.,0.5859,His luggage was found and returned to his house while he was away.,0,She tells him to clear up after himself.,0.3818,She decides to go for a quick swim anyway.,0,She offers to buy the wine off her neighbour,0,The person belinda was planning to meet turned up early.,0,She decides not to get a new car.,0,He went out to buy more tea bags,0,He purchases a new phone to get a better signal.,0.4404,No,
119,5f5cf11c4848f650e9fd2c7b,5f31a239e7ed2f09f2b4a4ef,APPROVED,02:41.9,17:46.5,904.644,27,11:03.4,3833C7F5,United Kingdom,Male,51,"Sep 12, 2020 12:02:44 pm","Sep 12, 2020 12:17:44 pm",Complete,,,,English,,1599926564_5f5cf124834a10.92864564,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,negative,absent,5f31a239e7ed2f09f2b4a4ef,0,her sister answers the door who isn't meant to be there.,0,in the second half the red team bring the game back by scoring 4 goals and tieing with the blue team,0,"on his final days of his holiday, he meets a girl who is also on her holidays alone. the pair hit it off and decided to keep in contact and meet up once they are both home",0.2553,"with the knife john was using instead of the peeler, he accidentally takes of the end of his finger when he wasn't paying attention due to his wives comment",-0.34,"a women runs over screaming help, the life guard quickly realises someone is struggling out in the water and quickly takes off to rescue them",0.1531,"sally is so wound up and annoyed by the argument with her neighbour, she trips over and sprains her foot",-0.6249,someone at the office mistakes belinda for someone she isnt causing her to become embarrassed and shy ,-0.7184,"she decides to not sell the car and instead, give the car away to her friend who cant afford to buy one right now.",0.4939,"the door bell rings, michael answers and is surprised to see a friend he had not arrange to do anything with today",0.6249,someone walking past grabs his phone and makes a run for it. ,0,No,
120,5f5cf11ede3d5450b94bd1ed,5c8a616f692c6100013c845d,APPROVED,02:44.7,11:33.9,529.182,23,11:05.6,3833C7F5,United Kingdom,Female,52,"Sep 12, 2020 12:02:47 pm","Sep 12, 2020 12:11:30 pm",Complete,,,,English,,1599926567_5f5cf127299f63.52774819,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36",,negative,absent,5c8a616f692c6100013c845d,0,Her parents didn't answer the door.,0,The red team ended up winning the game.,0.5267,The luggage is found and Bill is compensated with money.,0,His wife has already made dinner.,0,The weather gets better and she can swim.,0.4404,The neighbors end up making friends and the neighbor gives sally some wine.,0.4767,She got the meeting time wrong and is actually late.,-0.4767,She sells the old car to someone who wants it for a lot of money.,0,He found the tea bags.,0,The phone signal returns and he makes the call.,0,No,
121,5f5d2b5c47755956e9649433,5dbd96bc80dbee2c71a8c9d6,APPROVED,11:08.7,23:19.4,730.744,23,26:22.6,3833C7F5,United Kingdom,Female,58,"Sep 12, 2020 4:11:10 pm","Sep 12, 2020 4:23:17 pm",Complete,,,,English,,1599941470_5f5d2b5e404ad8.56874843,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",,negative,absent,5dbd96bc80dbee2c71a8c9d6,0,Her parent's aren't home? ,0,"In the second half, the red team score more goals than them and win the game ",0.5859,"His luggage is found and returned to him, right at the end of the holiday",0.4019,John drops the potatoes all over the floor and makes even more of a mess ,-0.4173,Rebecca goes swimming anyway and the lifeguard has to pull her out of the water ,0,One of Sally's friends comes round with a bottle of wine ,0.4767,She actually ends up being late to the meeting ,0,She decides to actually keep her old car because she is attached to it ,0,He keeps looking and eventually finds some tea bags hidden away,0,His mother doesn't answer ,0,No,
122,5f5d2b5d52e4275680669a25,5f483cffdd72112f1e5ef612,APPROVED,11:30.3,30:08.2,1117.876,24,37:28.7,3833C7F5,United States,Female,59,"Sep 12, 2020 4:11:31 pm","Sep 12, 2020 4:30:05 pm",Complete,,,,English,,1599941491_5f5d2b73b86f70.59000072,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,negative,absent,5f483cffdd72112f1e5ef612,0,"When Sarah knocks on the door, it opens and it reveals her mother. Usually her father opens the door. Her mother is crying.",-0.1589,"When the Blue Team is ahead by four goals by half-time, the quarterback from the Blue Team, wearing his Rabbit logo gear runs off the field and in doing so, runs too fast and trips, fracturing his ankle so he is unable to play.",0.34,"When Bill finally returns home from his terrible vacation, he learns that his wife purposefully misplaced his luggage just to make him angry after he irritated her the previous week.",-0.8555,"After his wife says he made a mess of the potato peelings, he throws them down in frustration and tells her to do them instead if she's so good at it, and then storms out of the room.",-0.2165,"Rebecca didn't previously realize that the sea was unsafe that day due to  high winds offshore, which coincidentally create a powerful storm system, thus causing bad weather. Rebecca loses her goggles while rushing home.",-0.10775,"The shop owner is actually Sally's neighbor, Sally argues that he should be in the shop right now instead of making people find another place to go.",-0.3818,"Belinda is early as she was dropped off at the wrong block, but she meets a fellow co-worker who also was dropped off in the wrong place. They become better friends.",-0.0404,"When the dealership says Lucy's car has no value, a kind old couple overhear and offer her their old car which they are about to trade in. Lucy can keep her car that holds sentimental value to her.",0.56465,"When Michael finds that he is unable to locate his tea bags, he is reminded of poorer times when he was a university student. His gaze moves from his would-be tea stash to the window, which is broken. His tea, along with other items are missing.",-0.377966667,"Sean is anxious that the weak signal will cut off the call with his mother, but he's even more surprised when he suddenly finds himself listening in to a tapped line. He hears voices discussing launch codes and an invasion.",-0.02715,No,
123,5f5d2b5e40d99b56d75ddb03,5eeaff28cf5da71d691ef212,APPROVED,11:10.4,40:52.7,1782.304,21,45:09.2,3833C7F5,United States,Male,60,"Sep 12, 2020 4:11:13 pm","Sep 12, 2020 4:40:50 pm",Complete,,,,English,,1599941473_5f5d2b613f05f7.02520687,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,negative,absent,5eeaff28cf5da71d691ef212,0,I would like to think that the unexpected event could be that her parents aren't home as a result of a tragic event such as a loved one's death.,-0.128,"A miracle happens, and the Red Teams star quarter-back throws 5 touch-down passes in a row winning them the championship. ",0.8779,"Then one day, Bill receives a phone-call from the airport saing that they found his luggage and to apolgize for the lost luggage, the airport offers Bill a all-paid-expense trip to a location of Bill's choosing. ",-0.3182,"Since John cannot find the potato peeler, he uses a kitchen knife instead and severely cuts his finger leading him to be rushed to the hospital.  ",-0.6369,"The bad weather lets up, and the sun comes out. The lifeguard is suprised, but gives everyone on the beach permission to swim in the ocean waters.  ",-0.27115,"As Sally and her nieghbour are arguing, they aren't looking where they are going and walk out in the middle of the street. A car comes racing by and almost hits Sally. ",-0.2294,"A worker at the meeting venue sees that Belinda has arrived early, and they strike up a conversation. Belinda ends up learning alot abot the people who she is about to meet, and feels alot more prepared for the meeting. ",0.0832,"A customer overhears Lucy talking with the car dealer, and pulls her aside and offers her double the price she paid for the old car. The customer happens to have a knack for old cars and Lucy's car is the model he was looking for to finish his car collection. ",0,"Micheal gets a flash-back to his college days at the university, when he failed a morning final because he stayed up all night and in the morning before the final, he could not find his tea-bags to brew some tea to help him stay awake. ",-0.1531,A tourist on the street sees Sean is clearly distressed and offers their phone to Sean so Sean can call his mother.,-0.0258,No,
126,5f5b8c4646d1422d8914c71f,5ee0f94d12ce930c1ab1d574,APPROVED,40:09.2,47:04.2,415.029,31,40:00.8,510FA8B2,Ireland,Female,4,"Sep 11, 2020 10:40:11 am","Sep 11, 2020 10:47:02 am",Complete,,,,English,,1599835211_5f5b8c4b0853e1.69449016,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,absent,5ee0f94d12ce930c1ab1d574,0,the front door opened by itself ,0,the red team score goals and go into the lead ,0,his luggage is eventually found ,0,his wife then burns the potatoes ,0,it starts to rain ,0,her neighbour askes her round for a drink ,0,she realises she left her luggage in the taxi ,0,her loan is approved ,0.4215,there was a knock on the door and it was his mother with shopping ,0,he spots a payphone ,0,No,
127,5f5b8c47be18672e38687421,5f52c34dbc9a931b2df43460,APPROVED,40:13.9,04:35.5,1461.618,25,40:02.9,510FA8B2,United States,Female,6,"Sep 11, 2020 10:41:46 am","Sep 11, 2020 11:04:21 am",Complete,,,,English,,1599835306_5f5b8caa0ff628.24387887,Mozilla/5.0 (X11; Linux x86_64:68.0) Gecko/20100101 Firefox/68.0,,positive,absent,5f52c34dbc9a931b2df43460,0,Maybe her parents were not home when she got there,0,Maybe one of the Blue Team members got injured,-0.4019,He lost his luggage which means his passport is missing too since he put it there.,-0.5423,He couldn't find the peeler,0,Rebecca drowned because she ignored the lifeguard's warning,-0.8225,The corner-shop near her house was shut,0,She was taken to a wrong office block,-0.7184,She couldn't get the loan for a new car from the bank,0,He couldn't find tea bags in the kitchen to make his tea.,0,The network signal was poor so he couldn't make the call,-0.4767,No,
128,5f5b8c4c46c58b2e9ac2aab0,5e5930b7b2b1bf13a2dcc74a,APPROVED,40:20.9,45:49.7,328.741,30,40:04.7,510FA8B2,United Kingdom,Female,3,"Sep 11, 2020 10:40:23 am","Sep 11, 2020 10:45:47 am",Complete,,,,English,,1599835223_5f5b8c5715e730.51611116,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,absent,5e5930b7b2b1bf13a2dcc74a,0,They were not home,0,The blue team scored 5 goals,0,He has to travel to the embassary to get a new passport,0,The guests find a skin in the potatoes,0,The weather cleared up and the sea became settled,0.1027,The neighbour told her that they had a bottle of wine that Sally could take,0,The cab broke down and she was late,-0.4215,We buy any car contacts her and phillip Scholefield takes her car away for more money,0,He realsis that he has left hs breakfast cooking and sets up off the fire alarm,-0.5859,He finds WIFI and is able to video call her instead,0,No,
129,5f5b8c78de3d542e1caae208,5de3d947e0a5173e4005da88,APPROVED,41:01.3,47:44.7,403.385,24,40:06.7,510FA8B2,United Kingdom,Female,5,"Sep 11, 2020 10:41:03 am","Sep 11, 2020 10:47:42 am",Complete,,,,English,,1599835263_5f5b8c7f4f7cb3.62405661,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Safari/537.36",,positive,absent,5de3d947e0a5173e4005da88,0,Her parents aren't in and do not answer the door. ,0,The Red Team won.,0.5719,He receives a call his luggage has been found. ,0,John accidentally cuts his finger open while peeling potatoes with a knife. ,-0.5574,Rebecca goes for a swim; ignoring the lifeguard. ,-0.4019,The neighbour gives her a bottle of wine. ,0,She walks to the right office. ,0,Lucy decides to keep her car. ,0,He contacts old University friends to see if they would like to come round and join him for a cup of tea. ,0.7783,Sean manages to get through to his mother but the signal cannot support the call ,-0.438,No,
130,5f5b8d33f7a8c72f233875f6,5e417093c3444f000ac9cb1e,APPROVED,44:10.1,09:58.2,1548.06,33,40:08.6,510FA8B2,United Kingdom,Male,7,"Sep 11, 2020 10:44:11 am","Sep 11, 2020 11:09:56 am",Complete,,,,English,,1599835451_5f5b8d3bdda956.75964770,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:80.0) Gecko/20100101 Firefox/80.0,,positive,absent,5e417093c3444f000ac9cb1e,0,It starts raining,0,The Red Team win at full-time,0.5859,His journey back was delayed,-0.2263,His wife bursts into tears and says she wants a divorce,-0.2263,A whale breaches in close view of the beach,0,She finds a bottle of wine at home,0,The taxi gets a flat tire,0,She finds money hidden in the door panel of her new car,0,Michael burns himself on the kettle,0,Sean's mum taps him on the shoulder,0,No,
131,5f5b8d91d39af52e8a670acd,5adf2a17c2b5db0001d8dc29,APPROVED,45:42.5,04:28.9,1126.389,44,40:10.6,510FA8B2,United Kingdom,Female,8,"Sep 11, 2020 10:45:44 am","Sep 11, 2020 11:04:26 am",Complete,,,,English,,1599835544_5f5b8d98ba73c9.26206518,"Mozilla/5.0 (X11; CrOS x86_64 13099.102.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.127 Safari/537.36",,positive,absent,5adf2a17c2b5db0001d8dc29,0,and the clouds suddenly opened up and it started pouring with rain,0,The red team have a sudden flurry of goals and win the game,0.5859,He discovers that because he lost his passport in his bag he is not allowed to get on the plane so he goes home and has a great time getting to know his neighbours,0.4215,The jacket potato exploded in the oven,0,The lifeguard says there have been shark sightings nearby so it is unsafe to swim,0,They discover they grew up round the corner from each other,0,She has a nice walk to the office and bumps into a celebrity en route,0.4215,SHe says she will sell it anyway as she has too many children to fit into her current car ,0.3612,he remembered how he and his flatmates used to steal tea bags from one another and the many silly places they used to come up with to hide them from one another,-0.5859,He suddenly drops his phone and it breaks.,0,No,
132,5f5b8dd0f7a8c72e7f3b15bc,5f310877a901af046cd5f569,APPROVED,46:44.7,29:46.5,2581.765,27,40:12.5,510FA8B2,United Kingdom,Male,11,"Sep 11, 2020 10:46:49 am","Sep 11, 2020 11:29:45 am",Complete,,,,English,,1599835609_5f5b8dd9408a59.58234306,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,absent,5f310877a901af046cd5f569,0,She finds out their not home.,0,"Over the course of the second half Red team manage to score three goals themselves, and eventually equalise with a fourth during the last minute of extra time. It turns into a penalty shootout, and Reds manage to win with a final shot that bounces off the keeper, off the post, then back off the keeper into the goal.",0.10115,"After getting back home, still without suitcase Bill flops down backwards onto his bed, but instead of feeling a familiar comfort he instead feels something big and hard. Pulling himself back up he looks at his bed and sees his suitcase. He had forgotten to take it in the first place.",0.125133333,"After carefully and slowly cutting the skin off each potatoe with a kitchen knife, John reaches into his pocket to grab his phone to check the time, but instead of pulling out his phone he quickly pulls back his hand as he feels one of his fingers catch on something sharp. Going back in slowly and carefully he pulls the missing potatoe peeler out of his pocket.",0.2409,"After her exchange with the lifeguard Rebecca sits sulking on the beach for a good twenty minutes desperate to swim on such a lovely day. Then all of a sudden she notices the lifeguard leaving their post and walking towards the lifeguard cabin further up the beach. Seeing an opportunity Rebecca runs to the water and begins swimming. 'They can't stop her now' she thinks after she makes it a good twenty metres out.  Then all of a sudden she feels a sharp pain run through her left leg, then again on her right, then numerous times all over her lower body. The pain is paralysing and she begins to sink. As he head is submerged she frantically looks around for the cause. Through her goggles all she can she around her are jellyfish",-0.009375,"During the conversation Sally offhandedly mentions being unable to get any wine. As the pair get to their houses, the neighbour tells Sally to wait where she is, and they disappear into their house, and after a few minutes they reappear with a bottle of wine for her. ",-0.11315,"After being dropped off at the wrong building Belinda chose to walk the rest of the way to her destination, as it was a nice day and she had a good few hours before the meeting started. After a few minutes of walking she heard a beep from behind, as a car pulled up beside her. Rolling down their window, the driver revealed themselves to be one of the business partners that would be present at the meeting, they told her they were just popping out to grab some lunch and invited her to come along.",0.127266667,"Lucy and dealer come to deal, her old car for £250, which after being told it was worth nothing seemed like a pretty good deal for her. A few weeks later when looking around the same dealership for her new car, she comes across her old one being resold with a new paint job for £15,000. When questioning the dealer about this they tell her after another inspection the car was actually in really good condition and just needed some fresh paint.",0.213333333,"Micheal remembers the good old days of living with his roommate Andy who unlike Micheal was very organised, and would always keep the kitchen stocked with everything the pair of them needed for a good cup of tea. Then as he stared into the pot, Micheal's phone buzzed, he had a text from Andy.",0.35015,"On his mothers end Seans voice is dropping in and out, and she can only make out a few words. At one point the only words she makes out are 'help...........me' and the call completely drops.  Seans mother phones the police, who then contact their countries embassy who then begin a hunt for Sean.",0,No,
133,5f5b8dd12700562db3ad90b5,5e21d4156ebb72000df49f65,APPROVED,46:43.3,53:07.3,383.994,27,40:14.5,510FA8B2,United Kingdom,Female,9,"Sep 11, 2020 10:46:44 am","Sep 11, 2020 10:53:05 am",Complete,,,,English,,1599835604_5f5b8dd4d91a06.47265871,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36 Edg/85.0.564.44",,positive,absent,5e21d4156ebb72000df49f65,0,they were not in,0,a player was injured,-0.4019,He realises his passport was in his lost luggage,-0.3182,Cuts himself cooking,-0.296,She sees a shark,0,the neighbour offers her a bottle of wine,0,She has forgotten her work ID,-0.2263,she is refused a loan,-0.296,He ran out of milk as well,0.2732,He ran out of battery,0,No,
134,5f5b8de0a340222dc59007d4,5ef21a978041c001e2b10a9b,APPROVED,46:58.9,56:25.5,566.61,25,40:16.3,510FA8B2,United Kingdom,Female,13,"Sep 11, 2020 10:47:00 am","Sep 11, 2020 10:56:23 am",Complete,,,,English,,1599835620_5f5b8de432b7c9.10347755,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.83 Safari/537.36",,positive,absent,5ef21a978041c001e2b10a9b,0,A stranger opens the door to Sarah.,0,Lightning strikes a nearby tree and it catches on fire. ,-0.5994,A stranger approaches him with his lost luggage in hand.,0.2263,John's fridge freezer short circuits.,0,Rebecca is caught in a riptide and pulled out to sea.,0,A stray cat runs up to Sally for a head scratch.,0,A pigeon flies overhead and poops on her.,0,Lucy wins the lottery.,0.5719,Michael has a seizure. ,0,Sean is almost struck by a swerving motorcycle. ,-0.1796,No,
135,5f5b8de5f7e8a70cc8472b64,5edf196f0ad20d1c592b6f29,APPROVED,47:01.5,57:37.9,636.406,46,40:18.3,510FA8B2,United Kingdom,Male,12,"Sep 11, 2020 10:47:04 am","Sep 11, 2020 10:57:36 am",Complete,,,,English,,1599835624_5f5b8de8b80132.51811587,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,absent,5edf196f0ad20d1c592b6f29,0,The birds fly off.,0,They lose 5-4.,-0.4019,He spends the entire time naked.,0,"When he looks down, the potatoes were peeled.",0,Rebecca gets eaten by a shark,0,The neighbour gives her wine,0,The meeting was moved to that office,0,The car dealer gives her a car,0,"When he looked down, his cup was full",0,His mother walks around the corner.,0,No,
136,5f5b8de78f94512e048f062f,5e6b9983d4948e1491e34553,APPROVED,47:03.8,59:52.7,768.971,21,40:20.3,510FA8B2,United Kingdom,Male,20,"Sep 11, 2020 10:47:05 am","Sep 11, 2020 10:59:51 am",Complete,,,,English,,1599835625_5f5b8de9b0b720.78518854,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,absent,5e6b9983d4948e1491e34553,0,Nobody answered the door!,0,A streaker ran across the pitch,0,How did Bill go on holiday when he lost his passport? Bill did not have a great time on his holiday and now has to file a missing baggage claim and also shell out for a new passport,-0.1588,"John drops the pot of potatoes on the floor by accident, this was not a good job says his wife",-0.6711,A shark appears! The lifeguard was right and begins to punch the shark in the head,0,Her neighbour offered her a bottle of wine,0,She got dropped off at the wrong address!,-0.5255,Someone else at the dealership offered to buy her car from her in cash,0,Suddenly the kettle boiled over and hot water went everywhere!,0,His phone dies from low battery,-0.2732,No,
137,5f5b8dff46102f2dad99bafe,5d45e3bdf1d31800163cf999,APPROVED,47:30.2,11:12.3,1422.142,20,40:22.1,510FA8B2,United Kingdom,Female,10,"Sep 11, 2020 10:47:31 am","Sep 11, 2020 11:11:09 am",Complete,,,,English,,1599835651_5f5b8e03935e51.18482482,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:80.0) Gecko/20100101 Firefox/80.0,,positive,absent,5d45e3bdf1d31800163cf999,0,Someone other than her parents answered the door,0,Red Team were able to overtake them in goals somehow.,0,His luggage on the return flight gets swapped with someone else who had his original luggage,0.3182,His wife hid the potato peeler to test how good John is with a normal knife,0.3612,A shark appears!,0,The neighbour accidentally bought two bottles of wine instead of one and has one to spare for Sally,-0.34,The meeting is cancelled,-0.25,Someone contacts her wanting to pay a lot for the old car,-0.1027,An old uni buddy shows up at his door with tea,0,The signal cuts out,-0.296,No,
138,5f5b8e17b4ff950c45d4965b,5f062682437e3d15508d5341,APPROVED,48:10.3,13:07.4,1497.049,65,40:23.9,510FA8B2,United Kingdom,Male,15,"Sep 11, 2020 10:48:13 am","Sep 11, 2020 11:13:03 am",Complete,,,,English,,1599835693_5f5b8e2d7a9876.23815515,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.102 Safari/537.36",,positive,absent,5f062682437e3d15508d5341,0,I think there was no answer to her knocking on the door.  ,-0.296,They concede at least one goal at the start of the second half.  ,0,His luggage was found after he returned from holiday. ,0.4019,He finds his peeler. ,0,She decides to continue with her swim ignoring the lifeguards advice. ,-0.4019,Her neighbour gives her or offers to sell her a bottle of wine of their own. ,0,She has difficulty finding the correct venue and arrives late. ,-0.34,The car dealer offered to knock some money off the new car even though her old car was worthless. ,-0.4404,He decided to forgo his tea like he used to at university. ,0.3612,His mother answers his call even though the signal is weak. ,-0.4404,No,
139,5f5b8e19a009212e6239e96a,5dc0b5fc0016bb061eaec90c,APPROVED,48:30.1,18:51.8,1821.689,35,40:25.9,510FA8B2,United Kingdom,Female,14,"Sep 11, 2020 10:48:35 am","Sep 11, 2020 11:18:39 am",Complete,,,,English,,1599835715_5f5b8e43bd5423.35178617,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",,positive,absent,5dc0b5fc0016bb061eaec90c,0,Sarah's mum opens the door and invites her in. She tells Sarah that her dad is in hospital and they didn't want to worry her as she wasn't allowed to visit him and he was getting better.,0.31145,The Blue team have their star striker and goalkeeper both sent off and the game goes into extra time. The Red team wins on penalties. ,0.28595,"Bill had to buy himself some clothes while he waited for the airline to contact him about his lost luggage and as he was out shopping in a local boutique, he explained what happened to the store assistant.  They struck up an instant connection and went out for a date. They fell in love, got married and lived happily ever after!",0.0919,"John finished the potatoes and went to fetch the very fancy and expensive salmon that needed marinating. As it was on the worktop, their very naughty and mischievous cat, Mitchell, stole it and they had to serve up Turkey Twizzlers in its place. They did not go well with the 1985 bottle of Sauvignon Blanc ",-0.068566667,"Rebecca is disappointed but goes back to her sun lounger.  As she is reading her book, she hears a commotion down at the water's edge.  She looks up and sees a group of people dragging a teenage boy put of the foam, and his friend was yelling Shark! Shark! All the proper authorities were called and the boy survived. Rebecca felt very glad she listened to the lifeguards advice!",0.224183333,"It turns out, Sally has a lot in common with her neighbour. They swap numbers, arrange   outings and they become best friends. ",0.4037,The taxi gets stuck in a protest parade. People everywhere and then suddenly riot police turn up with water cannons and things turn from a peaceful protest to an all out warfare between the protestors and the police. Belinda is stuck in the taxi with nowhere to go and she misses her meeting.,-0.485533333,"She gets in touch with an online car company to give her a quote on selling her car.  She was their 1,000,000th customer and they dispose of her car and she wins a brand new top of the line car! She doesn't need the loan after all!",0.2332,Michael decides to boil the kettle anyways and have coffee instead.  There was a knock at the door and friends who he hasn't seen since his university days where standing there holding a box of PG Tips! What a lovely unexpected surprise!,0.42,It turns out Sean never gets to talk to his mother. A drunk driver swerves out of control and instantly kills him as he was just about to say hello. ,-0.3548,No,
140,5f5b8e246943f02d822badcb,5e6590b83b1ae1317a3230a9,APPROVED,48:18.5,02:10.2,831.655,19,40:27.6,510FA8B2,United Kingdom,Female,17,"Sep 11, 2020 10:48:20 am","Sep 11, 2020 11:02:07 am",Complete,,,,English,,1599835700_5f5b8e34af5893.34485354,"Mozilla/5.0 (X11; CrOS x86_64 13310.59.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.84 Safari/537.36",,positive,absent,5e6590b83b1ae1317a3230a9,0,Her parents might not be at home.,0,The red team got more than four goals after half-time and beat the blue team.,0,His luggage and passport appear in his hotel room just before he needs them to go back home.,0,His wife announces shes pregnant.,0,a tsunami happens ,0,her neighbour had a heart attack on the walk home,-0.4767,Barak Obama turns up to attend the meeting also,0,"she buys a second hand car, and while cleaning it she finds a lottery ticket in one of the pockets which wins her 10 thousand pounds.",0.7845,A friend from his uni days calls him and asks for a catch up.,0.4939,he got robbed and his phone and belongings stolen from him,-0.4939,No,
